bookID,Title,Category,Author,Average_Rating,ISBN13,Num_Pages,Ratings_Count,Publication_Year,Publisher
9349,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Biography & Autobiography,Steven F. Hayward,3.32,9780895260901,272,33,2004,Regnery Publishing
9350,The Virtues of Aging,Social Science,Jimmy Carter,3.55,9780345425928,160,221,1998,Ballantine Books
9351,Living Faith,Religion,Jimmy Carter,3.8,9780812930344,288,481,1998,Three Rivers Press (CA)
9352,Sharing Good Times,Biography & Autobiography,Jimmy Carter,3.47,9780743270687,192,238,2005,Simon  Schuster
9355,Until I Find You,Fiction,John Irving,3.63,9780345479723,820,22547,2006,Ballantine Books
9361,Atlas Shrugged,Fiction,Ayn Rand,3.69,9780525948926,1176,941,2005,Dutton
9363,Atlas Shrugged,Capitalism,Ayn Rand,3.69,9780451171924,1074,912,1992,Signet
9365,Atlas Shrugged,Adventure stories,Ayn Rand,3.69,9780394415765,1168,86,1957,Random House
9370,Skinny Legs and All,Humorous stories,Tom Robbins,4.04,9781842430347,422,35517,2002,No Exit Press
9376,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Cooking,Fannie Flagg,4.19,9780449910283,224,911,1995,Ballantine Books
9386,Free Play: Improvisation in Life and Art,Self-Help,Stephen Nachmanovitch,4.14,9780874776317,224,1675,1991,Tarcherperigee
9409,The Sari Shop,Fiction,Rupa Bajwa,3.44,9780393326901,224,1858,2005,W. W. Norton  Company
9416,Confessions of a Shopaholic (Shopaholic  #1),Fiction,Sophie Kinsella,3.64,9780440241416,368,603675,2003,Dell Publishing Company
9417,Shopaholic and Sister (Shopaholic  #4),Fiction,Sophie Kinsella,3.66,9780440241911,388,76205,2006,Dell Publishing Company
9418,Shopaholic Takes Manhattan (Shopaholic  #2),Fiction,Sophie Kinsella,3.76,9780440241812,387,100796,2004,Dell Publishing Company
9419,Shopaholic Ties the Knot (Shopaholic  #3),Fiction,Sophie Kinsella,3.78,9780440241898,407,94917,2004,Dell Publishing Company
9420,Shopaholic & Baby (Shopaholic  #5),Fiction,Sophie Kinsella,3.79,9780385338707,359,110706,2007,Dial Press
9423,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),FICTION,Sophie Kinsella,3.64,9780552998871,320,2214,2000,Transworld Publishers
9427,The Story of Chicago May,Biography & Autobiography,Nuala O'Faolain,3.24,9781573223201,307,344,2005,Riverhead Books
9444,The Complete Collected Poems,Poetry,Maya Angelou,4.42,9780679428954,273,7983,1994,Random House
9475,Midnight for Charlie Bone (The Children of the Red King  #1),Juvenile Fiction,Jenny Nimmo,3.82,9780439474290,401,36853,2003,Orchard Books
9479,The Midnight Mystery (The Boxcar Children  #95),Juvenile Fiction,Gertrude Chandler Warner,3.9,9780807555385,128,312,2003,Albert Whitman  Company
9486,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Religion,Miroslav Volf,4.27,9780687002825,306,1967,1996,Abingdon Press
9487,A Time to Embrace (Timeless Love  #2),Fiction,Karen Kingsbury,4.35,9781595542328,400,3728,2006,Thomas Nelson
9489,Devil's Embrace (Devil  #1),Fiction,Catherine Coulter,3.8,9780451200266,397,3381,2000,Signet
9491,Experiencing Father's Embrace,Religion,Jack Frost,4.33,9780768423488,256,545,2006,Destiny Image Incorporated
9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,Political Science,William Stacy Johnson,4.21,9780802829665,330,44,2006,William B. Eerdmans Publishing Company
9497,Memory's Embrace (Corbins  #3),Fiction,Linda Lael Miller,4.19,9780671737696,320,407,1991,Pocket Books
9498,Beauty: The Invisible Embrace,"Body, Mind & Spirit",John O'Donohue,4.47,9780060957261,261,678,2005,Harper Perennial
9501,Embrace,Fiction,Mark Behr,3.8,9780349113005,726,72,2001,Little  Brown Book Group
9503,Saving Fish from Drowning,Fiction,Amy Tan,3.43,9780345464019,472,26762,2006,Ballantine Books
9507,Virginia Woolf: An Inner Life,Biography & Autobiography,Julia Briggs,4.15,9780156032292,544,635,2006,Mariner Books
9512,Measure for Measure,Brothers and sisters,William Shakespeare,3.68,9780141013800,224,58,2005,Penguin Group(CA)
9515,Henry Adams and the Making of America,Biography & Autobiography,Garry Wills,3.79,9780618134304,480,95,2005,Houghton Mifflin Harcourt
9525,Chicken with Plums,Biography & Autobiography,Marjane Satrapi,3.86,9780375424151,84,8539,2006,Pantheon Books
9532,Ender's Shadow (The Shadow Series  #1),Fiction,Orson Scott Card,4.31,9780765342409,469,133114,2002,Starscape
9534,Shadow of the Hegemon (The Shadow Series  #2),Fiction,Orson Scott Card,3.95,9780812565959,451,65344,2001,Tor Books
9538,Shadow Dance (Buchanan-Renard  #6),Fiction,Julie Garwood,4.0,9780345453860,336,11205,2006,Ballantine Books
9539,The Shadow Rising (The Wheel of Time  #4),Fiction,Robert Jordan,4.24,9780812513738,1007,148074,1993,Tom Doherty Tor Fantasy
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Self-Help,Robert A. Johnson,4.04,9780062507549,118,2685,2009,HarperOne
9551,Shadow of the Almighty: The Life and Testament of Jim Elliot,Religion,Elisabeth Elliot,4.4,9780060622138,272,6946,2009,HarperOne
9553,Shadow Game (GhostWalkers  #1),Fiction,Christine Feehan,4.12,9780515135961,323,15827,2003,Berkley Books
9558,Back to Wando Passo,Fiction,David     Payne,3.25,9780060851897,448,202,2006,William Morrow
9566,Still Life with Woodpecker,Fiction,Tom Robbins,4.05,9781842430224,288,63155,2001,No Exit Press
9567,Half Asleep in Frog Pajamas,Fiction,Tom Robbins,3.74,9781842430361,389,18417,2002,No Exit Press
9571,Fierce Invalids Home from Hot Climates,Fiction,Tom Robbins,4.03,9780553107753,415,335,2000,Bantam Books
9590,God Bless You  Mr. Rosewater,Fiction,Kurt Vonnegut Jr.,3.96,9780385333474,288,40599,1998,Dial Press
9591,Wampeters  Foma and Granfalloons,Biography & Autobiography,Kurt Vonnegut Jr.,3.79,9780385333818,318,7213,1999,Dial Press Trade Paperback
9592,Mother Night,Fiction,Kurt Vonnegut Jr.,4.22,9780385334143,282,64096,1999,Dial Press
9593,Galápagos,Fiction,Kurt Vonnegut Jr.,3.88,9780385333870,324,55850,1999,Dial Press
9594,Timequake,Fiction,Kurt Vonnegut Jr.,3.72,9780099267546,219,23527,1998,Vintage Classics
9595,Slapstick  or Lonesome No More!,Fiction,Kurt Vonnegut Jr.,3.87,9780385334235,288,31084,1999,Dial Press
9602,Palm Sunday: An Autobiographical Collage,Biography & Autobiography,Kurt Vonnegut Jr.,3.77,9780385334266,300,5135,1999,Dial Press
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,"Humorous stories, American.",Kurt Vonnegut Jr.,4.36,9780517124369,527,914,1995,Wings Books
9619,Bradbury Stories: 100 of His Most Celebrated Tales,Fiction,Ray Bradbury,4.41,9780060544881,912,5161,2005,William Morrow Paperbacks
9620,Farewell Summer (Green Town  #3),Fiction,Ray Bradbury,3.72,9780061131547,211,3405,2006,William Morrow
9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Fiction,Ray Bradbury,4.21,9780553286373,348,847,1990,Bantam Books
9623,Dandelion Wine,Fiction,Ray Bradbury,4.09,9780380977260,267,676,1999,William Morrow
9629,Zen in the Art of Writing: Essays on Creativity,Language Arts & Disciplines,Ray Bradbury,4.1,9781877741098,176,909,1993,Joshua Odell Editions
9635,The Bradbury Chronicles: The Life of Ray Bradbury,Biography & Autobiography,Sam Weller,4.24,9780060545840,384,372,2006,Harper Perennial
9638,The Cat's Pajamas,Fiction,Ray Bradbury,3.73,9780060777333,234,1370,2005,William Morrow Paperbacks
9644,Why I Write,Literary Criticism,George Orwell,4.03,9780143036357,120,6389,2005,Penguin Books
9648,Keep the Aspidistra Flying,Fiction,George Orwell,3.88,9780141183725,277,11970,2000,Penguin Books Ltd
9657,Parachutes & Kisses,Fiction,Erica Jong,3.46,9781585425006,405,577,2006,Tarcherperigee
9659,Fear of Fifty: A Midlife Memoir,Biography & Autobiography,Erica Jong,3.55,9781585425242,329,455,2006,Tarcherperigee
9666,Any Woman's Blues,Fiction,Erica Jong,3.51,9781585425495,362,425,2007,Tarcherperigee
9669,What Do Women Want?: Essays by Erica Jong,Literary Collections,Erica Jong,3.69,9781585425549,309,164,2007,Tarcherperigee
9677,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Fiction,Erica Jong,3.79,9780393324358,512,971,2003,W. W. Norton  Company
9681,Serenissima aka Shylock's Daughter,Fiction,Erica Jong,3.29,9780440201045,384,282,1988,Dell
9696,Dogeaters,Drama,Jessica Hagedorn,3.59,9781559362153,96,90,2002,Theatre Communications Group
9704,Crescent and Star: Turkey Between Two Worlds,History,Stephen Kinzer,3.84,9780374528669,272,797,2002,Farrar  Straus and Giroux
9713,El amor en los tiempos del cólera,Foreign Language Study,Gabriel García Márquez,3.91,9789500703208,451,663,1992,Sudamericana
9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Literary Criticism,Thomas Fahy,4.24,9780826414755,188,1953,2003,Bloomsbury Academic
9723,Obasan,Fiction,Joy Kogawa,3.64,9780385468862,320,5407,1993,Anchor Books
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Fiction,Orson Scott Card,4.49,9780765344953,1296,1795,2002,Tor Books
9739,Speaker for the Dead (Ender's Saga  #2),Ender (Fictitious character),Orson Scott Card,4.07,9780812532579,432,317,1987,Tor Books
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,BIOGRAPHY & AUTOBIOGRAPHY,Barack Obama,3.75,9780307237699,375,127324,2006,Crown
9754,The Art of War,Technology & Engineering,Mao Zedong,4.2,9780976072676,328,62,2005,El Paso Norte Press
9755,Oracle Bones: A Journey Between China's Past and Present,Travel,Peter Hessler,4.18,9780060826581,512,5247,2006,Harper
9763,Wild Swans: Three Daughters of China,China,Jung Chang,4.26,9780007176151,666,1832,2004,Harper Perennial
9767,The Wild Swans,Fiction,Peg Kerr,3.67,9780446608473,464,352,2001,Aspect
9784,Women in Love,Fiction,D.H. Lawrence,3.67,9780486424583,416,25059,2003,Dover Publications
9786,Women Who Love Too Much,Alcoholics,Robin Norwood,4.02,9780099474128,314,267,2004,Arrow
9789,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Travel,Bill Bryson,4.06,9780767902526,284,4315,1999,Broadway Books
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Sports & Recreation,Bill Bryson,4.06,9780307279460,397,308840,2006,Anchor Books
9796,A Walk in the Woods (Stickerific),Juvenile Nonfiction,Walt Disney Company,3.5,9780736411035,16,8,2001,Golden/Disney
9799,The Fortress of Solitude,"Brooklyn (New York, N.Y.)",Jonathan Lethem,3.88,9780571219353,528,16714,2005,Faber and Faber
9811,Difficult Loves,Fiction,Italo Calvino,3.94,9780156260558,300,4084,1985,Mariner Books
9813,The Nonexistent Knight & The Cloven Viscount,Fiction,Italo Calvino,4.03,9780156659758,272,4701,1977,Mariner Books
9815,The View from Castle Rock,Fiction,Alice Munro,3.68,9781400042821,349,3459,2006,Alfred A. Knopf
9816,The View From Castle Rock,Families,Alice Munro,3.68,9780771065262,368,53,2008,McClelland and Stewart
9827,King Rat (Asian Saga  #4),Fiction,James Clavell,4.14,9780385333764,368,28103,2009,Delta
9831,Julius Knipl  Real Estate Photographer: The Beauty Supply District,Comics & Graphic Novels,Ben Katchor,4.35,9780375700989,120,174,2003,Pantheon
9840,Jasmine and Stars: Reading More Than Lolita in Tehran,Persian literature,Fatemeh Keshavarz,3.63,9780807831090,174,258,2007,University of North Carolina Press
9841,Making Globalization Work,Business & Economics,Joseph E. Stiglitz,3.85,9780393061222,384,1718,2006,W. W. Norton  Company
9844,Prep : A Novel,Fiction,Curtis Sittenfeld,3.38,9780812972351,420,55304,2005,Random House Trade Paperbacks
9862,Tan fuerte  tan cerca,Fiction,Jonathan Safran Foer,3.98,9788426415165,457,47,2005,Lumen
9864,The Ground Beneath Her Feet,Fiction,Salman Rushdie,3.79,9780312254995,576,9445,2000,Picador
9865,The Moor's Last Sigh,Domestic fiction,Salman Rushdie,3.93,9780099592419,434,10414,1996,Vintage
9866,Los Versos Satánicos,Fiction,Salman Rushdie,3.71,9788497598361,679,1,2003,Debolsillo
9875,Grimus,Fiction,Salman Rushdie,3.41,9780812969993,320,2560,2003,Random House Trade
9888,Breakfast at Tiffany's,New York (N.Y.),Truman Capote,3.89,9780140274110,157,2107,1998,Penguin Books
9897,Jesus' Son,Short stories,Denis Johnson,4.09,9780413772428,192,321,2007,Methuen Publishing
9903,Angels,Bus travel,Denis Johnson,3.72,9780099440833,209,4263,2003,Vintage
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Poetry,Denis Johnson,4.15,9780060926960,225,562,1996,Harper Perennial
9908,The Stars at Noon,Fiction,Denis Johnson,3.58,9780060976101,192,597,2000,Harper Perennial
9912,The Rules of Attraction,Fiction,Bret Easton Ellis,3.68,9780679781486,283,35311,1998,Vintage Contemporaries
9913,Glamorama,Fiction,Bret Easton Ellis,3.46,9780375703843,546,18181,2000,Vintage
9915,Less Than Zero,Fiction,Bret Easton Ellis,3.58,9780679781493,208,55900,2010,Vintage Books
9919,A Christmas Memory,Juvenile Fiction,Truman Capote,4.24,9780375837890,48,9982,2006,Knopf Books for Young Readers
9922,Summer Crossing,Fiction,Truman Capote,3.44,9780812975932,142,5274,2006,Modern Library
9923,Answered Prayers,Authors,Truman Capote,3.49,9780141185934,192,102,2001,Penguin Classics
9924,The Grass Harp  Including A Tree of Night and Other Stories,Fiction,Truman Capote,4.01,9780679745570,272,4533,1993,Vintage
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,History,Kira Salak,3.93,9780792274575,320,542,2004,National Geographic Society
9936,Between Time and Timbuktu or Prometheus-5,American drama,Kurt Vonnegut Jr.,3.46,9780385280792,304,727,1972,Delta
9950,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,History,Ian Buruma,3.72,9781594201080,288,996,2006,Penguin Press HC  The
9957,The Cement Garden,Abandoned children,Ian McEwan,3.54,9780099468387,144,18376,2004,Vintage
9961,Atonement,Atonement,Ian McEwan,3.9,9780099429791,372,4844,2002,Vintage
10008,Eleanor Rigby,Fiction,Douglas Coupland,3.65,9781582346434,272,8517,2006,Bloomsbury USA
10009,Homo Faber,Fiction,Max Frisch,3.74,9780156421355,228,12491,1994,Mariner Books
10029,The Philosophy of Jean-Paul Sartre,Philosophy,Jean-Paul Sartre,3.89,9781400076321,512,190,2003,Vintage
10034,The Age of Reason,Fiction,Jean-Paul Sartre,3.98,9780679738954,408,9477,1992,Vintage International
10050,Youth in Revolt: The Journals of Nick Twisp,Fiction,C.D. Payne,4.02,9780385481960,512,8257,2001,Broadway Books
10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Biography & Autobiography,Deborah Spungen,4.1,9780449911419,408,4746,1996,Ballantine Books
10073,A Long Way Down,Fiction,Nick Hornby,3.42,9781594481932,368,65202,2006,Riverhead Books
10079,Mary Queen of Scots,Biography & Autobiography,Antonia Fraser,4.05,9780385311298,568,12235,1993,Delta
10080,Mary Queen of Scots and the Murder of Lord Darnley,Scotland,Alison Weir,4.04,9780712664561,640,4947,2004,Pimlico
10083,On the Trail of Mary  Queen of Scots,Biography & Autobiography,J. Keith Cheetham,3.25,9780946487509,192,12,1999,Luath Press Ltd
10084,River of Blue Fire (Otherland  #2),Fiction,Tad Williams,4.02,9780886778446,675,13383,1999,Daw Books
10089,Mary  Queen of Scots: Queen Without a Country,Juvenile Fiction,Kathryn Lasky,3.83,9780439194044,202,4825,2002,Scholastic
10090,Mountain of Black Glass (Otherland  #3),Fiction,Tad Williams,4.05,9780886779061,749,13265,2000,Daw Books
10096,Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Biography & Autobiography,Jenny Wormald,3.72,9781860645884,224,39,2001,Tauris Parke Paperbacks
10097,Queen of Scots: The True Life of Mary Stuart,History,John Guy,3.93,9780618254118,581,1882,2004,Houghton Mifflin
10105,The Last Wife of Henry VIII,Fiction,Carolly Erickson,3.89,9780312352189,326,10702,2006,St. Martin's Press
10106,The Children of Henry VIII,Biography & Autobiography,Alison Weir,4.05,9780345407863,385,11134,1997,Ballantine Books
10107,The Last Days of Henry VIII,Biography & Autobiography,Robert Hutchinson,4.14,9780060837334,368,1523,2005,William Morrow
10108,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Fiction,Margaret George,4.26,9780312194390,939,24108,1998,Griffin
10115,The Memoirs of Cleopatra,Egypt,Margaret George,4.18,9780330353823,1139,15616,1998,MacMillan General Books
10126,Kiss Me Like a Stranger: My Search for Love and Art,Biography & Autobiography,Gene Wilder,3.9,9780312337070,261,3668,2006,St. Martin's Griffin
10156,The Last of Her Kind,Fiction,Sigrid Nunez,3.72,9780312425944,391,1459,2006,Picador USA
10165,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Adultery,Helen Fisher,3.94,9780449908976,432,501,1994,Ballantine Books
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Fiction,Mary Jane Maffini,4.0,9781894917124,320,63,2004,Napoleon and Co
10204,View with a Grain of Sand: Selected Poems,Polish poetry,Wisława Szymborska,4.33,9780571191635,214,33,1996,Faber  Faber
10217,Death in Kashmir,Fiction,M.M. Kaye,3.95,9780312263102,256,1511,2000,St. Martins Press-3PL
10219,The Sun in the Morning: My Early Years in India and England,Biography & Autobiography,M.M. Kaye,4.22,9780312049997,454,249,1990,St. Martin's Press
10220,Death in the Andamans,Fiction,M.M. Kaye,3.93,9780312252816,272,845,2000,Minotaur Books
10221,Death in Berlin,Fiction,M.M. Kaye,3.89,9780312263089,272,889,2000,Minotaur Books
10222,The Far Pavilions,Fiction,M.M. Kaye,4.21,9780312151256,958,37064,1997,St. Martin's Griffin
10224,Enchanted Evening,Biography & Autobiography,M.M. Kaye,4.38,9780312265816,368,99,2000,St. Martin's Press
10233,Infections and Inequalities: The Modern Plagues,Medical,Paul Farmer,4.09,9780520229136,424,2534,2001,University of California Press
10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Biography & Autobiography,Tracy Kidder,4.21,9780812973013,333,63813,2004,Random House Trade
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Science,Fritjof Capra,3.97,9781570625190,366,14183,2000,Shambhala
10261,The Art of Richard P. Feynman,Art,Michelle Feynman,4.31,9782884490474,174,13,1995,Routledge
10270,Acts of God: The Unnatural History of Natural Disaster in America,History,Ted Steinberg,3.72,9780195309683,309,104,2006,Oxford University Press  USA
10285,The World's Religions,History,Huston Smith,4.07,9780062508119,416,8741,1991,HarperOne
10289,Introduction to World Religions,Religion,Christopher Partridge,3.78,9780800637149,495,44,2005,Augsburg Fortress Publishing
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,History,Jim  Powell,4.0,9781400054770,352,481,2004,Crown Forum
10308,Folly and Glory (The Berrybender Narratives  #4),Fiction,Larry McMurtry,3.87,9780743262729,358,1341,2005,Simon  Schuster
10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,History,Amartya Sen,3.8,9780312426026,432,6550,2006,Picador
10311,Argumentative Indian: Writings On Indian History Culture And Identity,India,Amartya Sen,3.8,9780713996876,391,29,2005,Allen Lane
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Biography & Autobiography,Karen Rizzo,3.67,9781584795421,160,48,2006,Stewart  Tabori and Chang
10346,The Medici Giraffe and Other Tales of Exotic Animals and Power,History,Marina Belozerskaya,3.53,9780316525657,414,224,2006,Little  Brown and Company
10372,Summer of the Monkeys,Juvenile Fiction,Wilson Rawls,4.03,9780440415800,288,11150,1998,Yearling
10382,Dreams from My Father: A Story of Race and Inheritance,Biography & Autobiography,Barack Obama,3.88,9780307383419,442,1225,2007,Crown
10403,Doctor Who: Cat's Cradle-Time's Crucible,Fiction,Marc Platt,3.22,9780426203650,275,589,1992,Virgin Publishing
10404,Doctor Who: Cat's Cradle-Witch Mark,Fiction,Andrew    Hunt,3.22,9780426203681,256,399,1992,Virgin Publishing
10405,Doctor Who: Cat's Cradle-Warhead,Fiction,Andrew Cartmel,3.51,9780426203674,262,410,1992,Virgin Publishing
10429,Cuba: A New History,History,Richard Gott,4.06,9780300111149,384,311,2005,Yale University Press
10431,Cuba 15,Juvenile Fiction,Nancy Osa,3.45,9780385732338,304,1054,2005,Ember
10433,Cuba (Jake Grafton #7),Fiction,Stephen Coonts,3.82,9780312971397,461,1452,2000,St. Martin's Paperbacks
10441,The Memory Keeper's Daughter,Fiction,Kim Edwards,3.67,9780143037149,401,535636,2006,Penguin Books
10445,Too Far to Go: The Maples Stories,Fiction,John Updike,4.02,9780449200162,256,361,1982,Fawcett Books
10456,Far to Go (Margaret Thursday  #2),Juvenile Fiction,Noel Streatfeild,3.81,9780440424949,161,167,1986,Yearling
10460,The Children on the Top Floor,Television,Noel Streatfeild,3.79,9780440412243,180,148,1985,Yearling
10464,Healing With Whole Foods: Asian Traditions and Modern Nutrition,Health & Fitness,Paul Pitchford,4.41,9781556434303,784,2948,2002,North Atlantic Books
10476,The Parrot's Lament  and Other True Tales of Animal Intrigue  Intelligence  and Ingenuity,Fiction,Eugene Linden,3.93,9780452280687,224,363,2000,Plume
10490,Postscript to the Name of the Rose,Fiction,Umberto Eco,4.05,9780151731565,84,661,1984,Houghton Mifflin Harcourt P
10495,El nombre de la rosa,Fiction,Umberto Eco,4.12,9788497592581,782,158,2006,DeBolsillo
10518,A Theory of Semiotics,Literary Criticism,Umberto Eco,4.01,9780253202178,368,1035,1978,Indiana University Press
10525,Mouse or Rat?: Translation as Negotiation,Language Arts & Disciplines,Umberto Eco,3.8,9780753817988,208,311,2004,Orion Publishing Co.
10528,The Role of the Reader: Explorations in the Semiotics of Texts,Literary Criticism,Umberto Eco,4.06,9780253203182,288,224,1979,Indiana University Press
10541,Made in America: An Informal History of the English Language in the United States,Language Arts & Disciplines,Bill Bryson,3.91,9780380713813,364,10836,2001,Avon Books
10566,Lisey's Story,Fiction,Stephen King,3.68,9780743289412,513,59097,2006,Scribner
10568,King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains,Cooking,King Arthur Flour,4.13,9780881507195,544,4866,2006,Countryman Press
10570,King Dork (King Dork  #1),Juvenile Fiction,Frank Portman,3.56,9780385732918,344,6352,2006,Delacorte Press
10572,A Clash of Kings  (A Song of Ice and Fire  #2),Fiction,George R.R. Martin,4.41,9780553381696,969,638766,2002,Bantam
10574,The Colorado Kid,Fiction,Stephen King,3.32,9780843955842,178,24611,2006,Hard Crime Case
10579,Everything's Eventual: 14 Dark Tales,Fiction,Stephen King,3.97,9781416524359,605,73145,2005,Pocket Books
10583,Pet Sematary,Fiction,Stephen King,3.98,9781416524342,576,257466,2005,Pocket Books
10594,Stephen King: America's Best-Loved Boogeyman,Fiction,George Beahm,3.78,9780836254273,304,50,1998,Andrews McMeel Publishing
10603,Cujo,Fiction,Stephen King,3.71,9780307348241,432,197993,2006,Plaza y Janés
10606,Stephen King from A to Z: An Encyclopedia of His Life and Work,Fiction,George Beahm,3.83,9780836269147,251,53,1999,Andrews McMeel Publishing
10613,Night Shift,Fiction,Stephen King,4.0,9780451170118,326,1290,1979,Signet
10622,Carrie,Fiction,Stephen King,3.96,9780671039721,253,2707,1999,Pocket Books
10624,"Four Past Midnight: Featuring ""The Langoliers""",Horror tales,Stephen King,3.93,9780451185976,761,308,1995,Signet
10638,The Road to Reality: A Complete Guide to the Laws of the Universe,Science,Roger Penrose,4.11,9780679776314,1099,6164,2007,Vintage
10639,The Paradox of Choice: Why More Is Less,Psychology,Barry Schwartz,3.85,9780060005696,265,25312,2005,Harper Perennial
10654,Coach: Lessons on the Game of Life,Biography & Autobiography,Michael   Lewis,3.82,9780393060911,96,1502,2005,W. W. Norton  Company
10655,Losers: The Road to Everyplace But the White House,Political Science,Michael   Lewis,3.87,9780679768098,320,235,1998,Vintage
10656,Next: The Future Just Happened,Business & Economics,Michael   Lewis,3.67,9780393323528,240,1317,2002,W. W. Norton  Company
10662,The Ends of the Earth: A Journey to the Frontiers of Anarchy,History,Robert D. Kaplan,4.12,9780679751236,496,1278,1997,Vintage
10666,The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,"Africa, West",Robert D. Kaplan,4.12,9780679431480,476,10,1996,Random House  Inc.
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Business & Economics,Roger Lowenstein,4.19,9780375758256,264,20145,2001,Random House Trade Paperbacks
10670,When Genius Failed: The Rise And Fall Of Long Term Capital Management,Hedge funds,Roger Lowenstein,4.19,9781841155043,275,247,2009,Fourth Estate
10687,A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain  #3),History,Simon Schama,4.06,9780786868995,576,675,2002,Miramax Books
10689,The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,Chicago (Ill.),Erik Larson,3.99,9780385602051,464,22,2003,Doubleday
10691,O Historiador,Horror tales,Elizabeth Kostova,3.78,9788573027105,544,43,2005,Suma de Letras Brasileiras
10701,Birds Without Wings,City and town life,Louis de Bernières,4.16,9780436205491,640,48,2004,Secker
10711,God Knows,Fiction,Joseph Heller,3.8,9780684841250,368,2992,1997,Simon  Schuster
10712,Picture This,Fiction,Joseph Heller,3.68,9780684868196,352,1219,2000,Simon  Schuster
10713,Closing Time,Middle-aged men,Joseph Heller,3.02,9780743239806,464,106,2003,Simon & Schuster (Trade Division)
10714,Good as Gold,Fiction,Joseph Heller,3.36,9780684839745,445,2631,1997,Simon  Schuster
10718,Something Happened,Fiction,Joseph Heller,3.52,9780684841212,576,6166,1997,Simon  Schuster
10739,The Moviegoer,Fiction,Walker Percy,3.68,9780375701962,242,21634,1998,Vintage Books USA
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),English fiction,James Lee Burke,3.89,9780752842691,320,1680,2003,Orion
10760,Sword and Shield,Dungeons and Dragons (Game),John Terra,4.0,9781560764984,16,5,1992,TSR Inc.
10765,A Year in the Merde,Fiction,Stephen Clarke,3.54,9781582346175,276,11429,2006,Bloomsbury Publishing PLC
10778,Across the River and into the Trees,Fiction,Ernest Hemingway,3.33,9780684844640,272,5546,1998,Scribner
10780,Hemingway: The Paris Years,Biography & Autobiography,Michael S. Reynolds,4.17,9780393318791,402,490,1999,W. W. Norton  Company
10787,The Hemingway Women: Those Who Love Him - The Wives And Others,Biography & Autobiography,Bernice Kert,4.17,9780393318357,556,279,1998,W. W. Norton  Company
10789,Hemingway: A Biography,Literary Collections,Jeffrey Meyers,4.0,9780306808906,644,197,1999,Da Capo Press
10792,The Sword of Straw (The Sangreal Trilogy  #2),Fiction,Amanda Hemingway,3.81,9780345460806,336,138,2006,Del Rey
10797,A Farewell to Arms,Tyrol (Austria),Ernest Hemingway,3.8,9780684174693,336,174,1982,MacMillan Publishing Company
10801,The Big Rock Candy Mountain,Fiction,Wallace Stegner,4.15,9780140139396,563,6187,1991,Penguin
10805,All the Little Live Things,Fiction,Wallace Stegner,4.09,9780140154412,345,2595,1991,Penguin Books
10808,Wallace Stegner: His Life and Work,Biography & Autobiography,Jackson J. Benson,4.19,9780140247961,496,88,1997,Penguin Books
10846,Gatsby's Girl,Fiction,Caroline Preston,3.54,9780618537259,312,863,2006,Houghton Mifflin Harcourt
10853,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Biography & Autobiography,Allan C. Weisbecker,3.89,9781585421770,352,2246,2002,TarcherPerigee
